EmployeeID,PredictedProbability,RiskLevel,Driver_1,SHAP_1,FeatureValue_1,Impact_1,Driver_2,SHAP_2,FeatureValue_2,Impact_2,Driver_3,SHAP_3,FeatureValue_3,Impact_3,Department,JobRole,Gender,Age,BusinessTravel,EducationField,MaritalStatus,MonthlyIncome,YearsAtCompany,OverTime,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,EngagementScore,WellbeingScore,CareerGrowthScore,LoyaltyScore,AttritionRiskScore,RecommendationCategory,AIRecommendation,RetentionPriorityScore,AttritionProbability (%),GlobalRiskRank,DepartmentRiskRank,JobRoleRiskRank,AgeGroup,IncomeBand,CompanyTenure,YearsUntilRetirement,ReviewPriority,ExecutiveAction,RiskPercentile,HighValueEmployee,RetentionActionRequired,HRHealthScore,HealthCategory,HRPriorityIndex,HRPriorityLevel
967,0.5191,Medium,OvertimeRisk,1.8189,1,Increases Attrition Risk,StockOptionLevel,1.1831,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7585,7.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Female,58,Travel_Rarely,Medical,Married,10008,10,Yes,1,3,2,2.0,1.0,0.46,0.31,0.733,Retention,Understand employee expectations and strengthen long-term retention strategies.,52.0,51.91,323,150,6,51–60,Very High,Experienced,2,Quarterly,No Action Required,77.2,No,No,15.7,Critical,64.87,High
968,0.4164,Medium,OvertimeRisk,2.1784,0,Increases Attrition Risk,NumCompaniesWorked,0.6663,3.0,Increases Attrition Risk,JobRole_Laboratory Technician,0.6377,1.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,40,Travel_Rarely,Life Sciences,Married,2387,4,No,2,2,3,2.0,1.0,0.595,0.5,0.2,Retention,Understand employee expectations and strengthen long-term retention strategies.,42.0,41.64,502,274,88,31–40,Low,Early,20,Annual,No Action Required,64.1,No,No,15.9,Critical,58.62,Medium
969,0.3426,Medium,OvertimeRisk,1.7301,0,Increases Attrition Risk,FrequentTraveler,0.8175,1.0,Increases Attrition Risk,Gender_Female,-0.5563,1.0,Reduces Attrition Risk,Sales,Sales Executive,Female,36,Travel_Frequently,Marketing,Married,4639,15,No,1,1,2,2.0,0.333333333,0.402,0.83,0.533,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",34.0,34.26,634,257,188,31–40,Medium,Veteran,24,Annual,No Action Required,54.2,No,No,15.7,Critical,54.28,Medium
970,0.2693,Low,OvertimeRisk,2.006,0,Increases Attrition Risk,StockOptionLevel,1.3562,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8562,1.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Male,48,Travel_Rarely,Life Sciences,Single,7898,10,No,4,4,3,3.333333333,1.666666667,0.5,0.83,0.067,Retention,Understand employee expectations and strengthen long-term retention strategies.,27.0,26.93,770,464,49,41–50,High,Experienced,12,Annual,No Action Required,44.2,No,No,16.4,Critical,49.6,Medium
971,0.1719,Low,OvertimeRisk,1.6117,0,Increases Attrition Risk,NumCompaniesWorked,0.5793,8.0,Increases Attrition Risk,FrequentTraveler,0.5193,0.0,Increases Attrition Risk,Sales,Sales Representative,Female,27,Travel_Rarely,Medical,Married,2534,1,No,4,3,3,3.0,1.333333333,0.405,0.17,0.067,Retention,Understand employee expectations and strengthen long-term retention strategies.,17.0,17.19,1006,359,73,18–30,Low,New,33,Annual,No Action Required,25.9,No,No,16.1,Critical,43.87,Medium
972,0.2252,Low,OvertimeRisk,1.9892,0,Increases Attrition Risk,StockOptionLevel,1.2215,0.0,Increases Attrition Risk,JobSatisfaction,-0.6318,2.0,Reduces Attrition Risk,Research & Development,Manufacturing Director,Female,51,Travel_Rarely,Technical Degree,Single,13142,5,No,2,4,2,2.0,1.333333333,0.702,0.17,0.267,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",23.0,22.52,864,533,59,51–60,Very High,Early,9,Annual,No Action Required,37.0,No,No,15.9,Critical,47.15,Medium
973,0.348,Medium,OvertimeRisk,2.3927,0,Increases Attrition Risk,StockOptionLevel,1.2185,0.0,Increases Attrition Risk,JobSatisfaction,-0.7545,4.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Female,18,Non-Travel,Life Sciences,Single,1611,0,No,4,4,4,3.333333333,2.0,0.429,0.0,0.0,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",35.0,34.8,623,358,115,18–30,Low,New,42,Annual,No Action Required,55.1,No,No,16.3,Critical,54.36,Medium
974,0.0089,Low,OvertimeRisk,1.9022,0,Increases Attrition Risk,MaritalStatus_Single,-0.5588,0.0,Reduces Attrition Risk,TotalWorkingYears,-0.4405,10.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Female,35,Travel_Rarely,Medical,Married,5363,9,No,4,4,3,2.666666667,1.666666667,0.44,0.82,0.067,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",1.0,0.89,1346,899,257,31–40,High,Experienced,25,Annual,No Action Required,0.1,No,No,16.2,Critical,34.05,Low
975,0.6912,High,OvertimeRisk,2.3903,0,Increases Attrition Risk,StockOptionLevel,1.2336,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5564,3.0,Increases Attrition Risk,Sales,Sales Executive,Male,27,Travel_Frequently,Life Sciences,Single,5071,6,No,4,4,3,2.333333333,1.666666667,0.631,0.67,0.067,Retention,Understand employee expectations and strengthen long-term retention strategies.,74.0,69.12,121,72,60,18–30,High,Experienced,33,Quarterly,Manager Review,91.7,No,Yes,16.2,Critical,74.99,High
976,0.7246,High,OvertimeRisk,2.1069,1,Increases Attrition Risk,StockOptionLevel,1.2282,0.0,Increases Attrition Risk,JobSatisfaction,-0.4825,3.0,Reduces Attrition Risk,Sales,Sales Executive,Male,55,Travel_Rarely,Marketing,Single,13695,19,Yes,3,1,2,2.333333333,0.333333333,0.66,0.76,0.4,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",77.0,72.46,94,59,49,51–60,Very High,Veteran,5,This Month,Manager Review,93.6,Yes,Yes,15.9,Critical,77.12,High
977,0.1106,Low,OvertimeRisk,2.0037,1,Increases Attrition Risk,NumCompaniesWorked,0.8045,4.0,Increases Attrition Risk,DailyRate,-0.5752,1369.0,Reduces Attrition Risk,Research & Development,Manufacturing Director,Male,56,Travel_Rarely,Life Sciences,Married,13402,19,Yes,2,4,3,2.0,1.666666667,0.274,0.56,0.8,Retention,Understand employee expectations and strengthen long-term retention strategies.,11.0,11.06,1163,761,112,51–60,Very High,Veteran,4,Annual,No Action Required,13.6,No,No,15.9,Critical,40.28,Medium
978,0.1708,Low,OvertimeRisk,2.1349,0,Increases Attrition Risk,FrequentTraveler,0.7626,0.0,Increases Attrition Risk,IncomePerJobLevel,-0.6739,2029.0,Reduces Attrition Risk,Research & Development,Research Scientist,Female,34,Non-Travel,Technical Degree,Divorced,2029,5,No,3,1,3,1.666666667,0.666666667,0.548,0.83,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",17.0,17.08,1011,641,222,31–40,Low,Early,26,Annual,No Action Required,25.6,No,No,15.8,Critical,43.93,Medium
979,0.1092,Low,OvertimeRisk,1.8056,0,Increases Attrition Risk,FrequentTraveler,0.9411,0.0,Increases Attrition Risk,DailyRate,-0.57,1202.0,Reduces Attrition Risk,Research & Development,Healthcare Representative,Female,40,Travel_Rarely,Medical,Divorced,6377,12,No,3,2,3,2.333333333,1.0,0.387,0.75,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",11.0,10.92,1167,765,100,31–40,High,Veteran,20,Annual,No Action Required,13.3,No,No,16.0,Critical,40.15,Medium
980,0.3035,Low,OvertimeRisk,2.1396,0,Increases Attrition Risk,FrequentTraveler,0.7967,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6833,4.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,34,Travel_Rarely,Medical,Married,5429,8,No,3,2,3,1.666666667,1.0,0.309,0.73,0.533,Retention,Understand employee expectations and strengthen long-term retention strategies.,30.0,30.35,706,418,136,31–40,High,Experienced,26,Annual,No Action Required,49.0,No,No,15.7,Critical,51.93,Medium
981,0.4373,Medium,OvertimeRisk,1.8901,0,Increases Attrition Risk,StockOptionLevel,1.2898,0.0,Increases Attrition Risk,JobSatisfaction,-0.5668,4.0,Reduces Attrition Risk,Sales,Sales Representative,Female,31,Travel_Frequently,Life Sciences,Single,2785,1,No,4,3,4,2.666666667,1.666666667,0.405,0.25,0.0,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",44.0,43.73,465,206,51,31–40,Low,New,29,Annual,No Action Required,66.9,No,No,16.1,Critical,59.8,Medium
982,0.4623,Medium,OvertimeRisk,1.639,1,Increases Attrition Risk,FrequentTraveler,0.9628,1.0,Increases Attrition Risk,DailyRate,-0.4763,662.0,Reduces Attrition Risk,Sales,Sales Executive,Female,35,Travel_Frequently,Marketing,Married,4614,4,Yes,3,4,2,3.0,1.333333333,0.517,0.67,0.6,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",46.0,46.23,418,190,140,31–40,Medium,Early,25,Annual,No Action Required,70.2,No,No,16.2,Critical,61.26,High
983,0.236,Low,OvertimeRisk,2.1366,0,Increases Attrition Risk,FrequentTraveler,0.8107,1.0,Increases Attrition Risk,NumCompaniesWorked,0.8095,1.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,38,Travel_Frequently,Life Sciences,Divorced,2610,4,No,3,4,3,3.666666667,1.666666667,0.333,0.8,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,24.0,23.6,839,516,191,31–40,Low,Early,22,Annual,No Action Required,38.8,No,No,16.5,Critical,47.56,Medium
984,0.3464,Medium,OvertimeRisk,2.1371,0,Increases Attrition Risk,StockOptionLevel,1.3294,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6497,1.0,Increases Attrition Risk,Research & Development,Healthcare Representative,Female,34,Travel_Rarely,Technical Degree,Single,6687,14,No,4,3,4,3.333333333,1.666666667,0.328,0.93,0.0,Retention,Understand employee expectations and strengthen long-term retention strategies.,35.0,34.64,627,362,42,31–40,High,Veteran,26,Annual,No Action Required,54.7,No,No,16.4,Critical,54.22,Medium
985,0.3714,Medium,OvertimeRisk,1.8804,0,Increases Attrition Risk,FrequentTraveler,0.7985,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5324,0.0,Reduces Attrition Risk,Sales,Sales Executive,Male,28,Travel_Rarely,Life Sciences,Married,4724,5,No,1,3,3,1.666666667,1.333333333,0.417,0.83,0.467,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",37.0,37.14,582,242,177,18–30,Medium,Early,32,Annual,No Action Required,58.1,No,No,15.9,Critical,55.92,Medium
986,0.2475,Low,OvertimeRisk,2.0676,1,Increases Attrition Risk,NumCompaniesWorked,0.8886,1.0,Increases Attrition Risk,FrequentTraveler,0.7658,0.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Male,31,Travel_Rarely,Medical,Married,6179,10,Yes,3,4,2,3.333333333,1.333333333,0.379,0.91,0.8,Retention,Understand employee expectations and strengthen long-term retention strategies.,25.0,24.75,807,492,55,31–40,High,Experienced,29,Annual,No Action Required,41.4,No,No,16.2,Critical,48.37,Medium
987,0.2089,Low,OvertimeRisk,2.131,1,Increases Attrition Risk,FrequentTraveler,0.6022,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5966,0.0,Reduces Attrition Risk,Sales,Sales Executive,Male,39,Travel_Rarely,Life Sciences,Married,6120,5,Yes,4,1,4,2.333333333,1.0,0.418,0.56,0.4,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",21.0,20.89,911,339,256,31–40,High,Early,21,Annual,No Action Required,33.3,No,No,15.9,Critical,46.17,Medium
988,0.5896,Medium,OvertimeRisk,1.7518,0,Increases Attrition Risk,StockOptionLevel,1.0275,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7641,2.0,Increases Attrition Risk,Sales,Sales Executive,Male,51,Travel_Frequently,Marketing,Married,10596,4,No,2,2,3,1.666666667,1.0,0.433,0.27,0.2,Retention,Understand employee expectations and strengthen long-term retention strategies.,59.0,58.96,223,121,92,51–60,Very High,Early,9,Quarterly,No Action Required,84.6,No,No,15.7,Critical,69.1,High
989,0.1107,Low,OvertimeRisk,1.8171,1,Increases Attrition Risk,FrequentTraveler,0.9233,1.0,Increases Attrition Risk,DailyRate,-0.5584,1200.0,Reduces Attrition Risk,Research & Development,Research Scientist,Female,41,Travel_Frequently,Life Sciences,Divorced,5467,6,Yes,4,4,2,2.666666667,1.333333333,0.421,0.46,0.533,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",11.0,11.07,1162,760,260,41–50,High,Experienced,19,Annual,No Action Required,13.7,No,No,16.0,Critical,40.24,Medium
990,0.2488,Low,OvertimeRisk,2.127,1,Increases Attrition Risk,StockOptionLevel,1.3649,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6871,7.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,37,Travel_Rarely,Life Sciences,Married,2996,6,Yes,3,3,3,3.0,1.333333333,0.406,0.67,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,25.0,24.88,805,491,181,31–40,Medium,Experienced,23,Annual,No Action Required,41.5,No,No,16.2,Critical,48.45,Medium
991,0.598,Medium,OvertimeRisk,2.1593,0,Increases Attrition Risk,StockOptionLevel,1.2154,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6215,6.0,Increases Attrition Risk,Sales,Sales Executive,Male,33,Travel_Frequently,Life Sciences,Married,9998,5,No,4,2,4,2.0,1.333333333,0.442,0.56,0.0,Retention,Understand employee expectations and strengthen long-term retention strategies.,60.0,59.8,213,116,90,31–40,Very High,Early,27,Quarterly,No Action Required,85.2,No,No,16.0,Critical,69.48,High
992,0.2726,Low,OvertimeRisk,1.7548,1,Increases Attrition Risk,FrequentTraveler,0.6124,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.6061,0.0,Reduces Attrition Risk,Sales,Sales Executive,Male,32,Travel_Rarely,Marketing,Married,4078,3,Yes,2,3,2,1.666666667,1.0,0.442,0.6,0.467,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",27.0,27.26,762,294,218,31–40,Medium,Early,28,Annual,No Action Required,44.8,No,No,15.8,Critical,50.04,Medium
993,0.1814,Low,OvertimeRisk,1.9037,0,Increases Attrition Risk,NumCompaniesWorked,0.902,3.0,Increases Attrition Risk,FrequentTraveler,0.7804,0.0,Increases Attrition Risk,Research & Development,Healthcare Representative,Male,39,Non-Travel,Life Sciences,Married,10920,6,No,3,3,3,2.333333333,1.333333333,0.738,0.43,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,18.0,18.14,982,617,78,31–40,Very High,Experienced,21,Annual,No Action Required,27.8,No,No,16.0,Critical,44.48,Medium
994,0.518,Medium,OvertimeRisk,1.9851,0,Increases Attrition Risk,StockOptionLevel,1.209,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6462,2.0,Increases Attrition Risk,Sales,Sales Executive,Male,25,Travel_Rarely,Life Sciences,Married,6232,3,No,3,1,2,2.0,0.333333333,0.394,0.43,0.4,Retention,Understand employee expectations and strengthen long-term retention strategies.,52.0,51.8,328,167,121,18–30,High,Early,35,Quarterly,No Action Required,76.9,No,No,15.7,Critical,64.8,High
995,0.2382,Low,OvertimeRisk,1.9308,1,Increases Attrition Risk,NumCompaniesWorked,0.784,2.0,Increases Attrition Risk,FrequentTraveler,0.7693,1.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Female,52,Travel_Frequently,Medical,Married,13247,5,Yes,3,4,2,3.0,1.333333333,0.583,0.2,0.6,Retention,Understand employee expectations and strengthen long-term retention strategies.,24.0,23.82,834,511,58,51–60,Very High,Early,8,Annual,No Action Required,39.1,No,No,16.1,Critical,47.85,Medium
996,0.2925,Low,OvertimeRisk,1.9706,1,Increases Attrition Risk,StockOptionLevel,1.1452,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5427,1.0,Increases Attrition Risk,Research & Development,Research Scientist,Female,43,Travel_Rarely,Medical,Single,4081,20,Yes,3,1,1,1.0,0.0,0.466,0.95,0.467,Retention,Understand employee expectations and strengthen long-term retention strategies.,29.0,29.25,728,434,164,41–50,Medium,Veteran,17,Annual,No Action Required,47.4,No,No,15.5,Critical,51.35,Medium
997,0.2397,Low,OvertimeRisk,1.8914,1,Increases Attrition Risk,StockOptionLevel,1.229,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.48,0.0,Reduces Attrition Risk,Sales,Sales Executive,Female,27,Travel_Rarely,Marketing,Married,5769,6,Yes,4,4,3,3.333333333,1.666666667,0.328,0.86,0.267,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",24.0,23.97,829,316,237,18–30,High,Experienced,33,Annual,No Action Required,39.6,No,No,16.4,Critical,47.82,Medium
998,0.3274,Low,OvertimeRisk,2.3251,1,Increases Attrition Risk,StockOptionLevel,1.3342,0.0,Increases Attrition Risk,JobSatisfaction,-0.6573,3.0,Reduces Attrition Risk,Research & Development,Research Scientist,Female,27,Travel_Rarely,Life Sciences,Single,2394,8,Yes,3,4,3,3.333333333,1.666666667,0.225,0.89,0.733,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",33.0,32.74,664,387,153,18–30,Low,Experienced,33,Annual,No Action Required,52.2,No,No,16.3,Critical,53.12,Medium
999,0.495,Medium,OvertimeRisk,2.0687,0,Increases Attrition Risk,StockOptionLevel,1.28,0.0,Increases Attrition Risk,JobSatisfaction,-0.5079,4.0,Reduces Attrition Risk,Research & Development,Research Scientist,Male,26,Travel_Rarely,Medical,Single,3904,4,No,4,1,3,2.333333333,0.666666667,0.335,0.67,0.067,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",50.0,49.5,371,183,85,18–30,Medium,Early,34,Quarterly,No Action Required,73.8,No,No,15.9,Critical,63.34,High
1000,0.1041,Low,OvertimeRisk,1.787,0,Increases Attrition Risk,FrequentTraveler,0.8705,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5092,0.0,Reduces Attrition Risk,Human Resources,Manager,Female,42,Travel_Rarely,Human Resources,Married,16799,20,No,1,3,3,2.0,1.333333333,0.655,0.91,0.267,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",10.0,10.41,1181,51,86,41–50,Very High,Veteran,18,Annual,No Action Required,12.2,No,No,16.0,Critical,39.85,Low
1001,0.5169,Medium,OvertimeRisk,1.6958,0,Increases Attrition Risk,StockOptionLevel,1.2906,0.0,Increases Attrition Risk,FrequentTraveler,0.457,0.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Female,52,Travel_Rarely,Other,Married,2950,5,No,1,3,1,2.0,0.666666667,0.381,0.38,0.4,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",52.0,51.69,334,156,55,51–60,Medium,Early,8,Quarterly,No Action Required,76.4,No,No,15.7,Critical,64.73,High
